,policyID,statecode,county,eq_site_limit,hu_site_limit,fl_site_limit,fr_site_limit,tiv_2011,tiv_2012,eq_site_deductible,hu_site_deductible,fl_site_deductible,fr_site_deductible,point_latitude,point_longitude,line,construction,point_granularity
5954,420392,0,25,0.0,815508.0,0.0,815508.0,815508.0,1185839.97,0.0,0.0,0.0,0,30.202240000000003,-85.65717,0,0,1
5955,254782,0,25,0.0,658224.0,0.0,658224.0,658224.0,753613.82,0.0,0.0,0.0,0,30.202240000000003,-85.65717,0,0,1
5956,983500,0,25,0.0,658224.0,0.0,658224.0,658224.0,552266.39,0.0,0.0,0.0,0,30.202240000000003,-85.65717,0,0,1
5957,612229,0,25,0.0,870451.2,0.0,870451.2,870451.2,712492.16,0.0,0.0,0.0,0,30.202108000000003,-85.658221,0,0,1
5958,613407,0,25,0.0,658872.0,0.0,658872.0,658872.0,769219.88,0.0,0.0,0.0,0,30.202240000000003,-85.65717,0,0,1
5959,380142,0,25,0.0,540360.0,0.0,540360.0,540360.0,439831.43,0.0,16210.8,0.0,0,30.202108000000003,-85.658221,0,0,1
5960,935588,0,25,0.0,1001241.0,0.0,1001241.0,1001241.0,1696512.76,0.0,0.0,0.0,0,30.202202000000003,-85.639381,0,0,1
5961,203097,0,25,0.0,2166753.6,0.0,2166753.6,2166753.6,2674207.29,0.0,0.0,0.0,0,30.202202000000003,-85.639381,1,3,1
5962,771476,0,25,0.0,2166753.6,0.0,2166753.6,2166753.6,3518981.19,0.0,0.0,0.0,0,30.202202000000003,-85.639381,1,3,1
5963,881297,0,25,0.0,1001241.0,0.0,1001241.0,1001241.0,1162250.57,0.0,0.0,0.0,0,30.202202000000003,-85.639381,0,0,1
5964,474249,0,25,0.0,328500.0,0.0,328500.0,328500.0,441062.5,0.0,9855.0,0.0,0,30.1943,-85.6657,0,1,1
5965,832086,0,25,0.0,6919712.99,0.0,0.0,6919712.99,7996420.33,0.0,0.0,0.0,0,30.190379999999998,-85.66141999999999,1,3,1
5966,377902,0,25,490914.0,490914.0,490914.0,490914.0,490914.0,788557.12,0.0,0.0,0.0,0,30.2033,-85.62955,0,0,1
5967,605866,0,25,513216.0,513216.0,513216.0,513216.0,513216.0,825805.6,0.0,0.0,0.0,0,30.185129999999997,-85.67811,0,0,1
5968,571393,0,25,4253472.0,4253472.0,4253472.0,4253472.0,4253472.0,6083145.52,0.0,0.0,0.0,0,30.175686,-85.678543,1,3,1
5969,801676,0,25,13590000.0,13590000.0,13590000.0,13590000.0,13590000.0,11430000.0,0.0,0.0,0.0,0,30.2033,-85.62955,1,2,1
5970,520599,0,25,14670000.0,14670000.0,14670000.0,14670000.0,14670000.0,18450000.0,0.0,0.0,0.0,0,30.185129999999997,-85.67811,1,2,1
5971,317574,0,25,0.0,1710532.14,0.0,0.0,1710532.14,2093691.34,0.0,0.0,0.0,0,30.21173,-85.68281999999999,0,0,1
5972,481235,0,25,731880.0,731880.0,731880.0,731880.0,731880.0,625706.17,0.0,36594.0,0.0,0,30.214409999999997,-85.69327,0,0,1
5973,942125,0,25,0.0,16470000.0,0.0,0.0,16470000.0,23220000.0,0.0,0.0,0.0,0,30.183575,-85.649361,1,2,1
5974,658270,0,25,263700.0,263700.0,263700.0,263700.0,263700.0,316292.33,0.0,13185.0,0.0,0,30.18845,-85.666763,0,1,1
5975,776764,0,25,0.0,7318981.06,0.0,0.0,7318981.06,6396789.45,0.0,0.0,0.0,0,30.189090000000004,-85.6423,1,3,1
5976,549397,0,25,0.0,3703470.9,0.0,0.0,3703470.9,3729395.2,0.0,0.0,0.0,0,30.176540000000003,-85.64125,1,3,1
5977,929053,0,25,0.0,145894.31,0.0,0.0,145894.31,153597.53,0.0,0.0,0.0,0,30.176540000000003,-85.64125,0,1,1
5978,634233,0,25,0.0,269343.34,0.0,0.0,269343.34,353513.13,0.0,0.0,0.0,0,30.18915,-85.70767,0,1,1
5979,747131,0,25,0.0,95392.43,0.0,0.0,95392.43,149467.83,0.0,0.0,0.0,0,30.182672999999998,-85.70148499999999,0,1,1
5980,995193,0,25,0.0,179562.23,0.0,0.0,179562.23,190094.99,0.0,0.0,0.0,0,30.204214,-85.673653,0,1,1
5981,381321,0,25,0.0,202007.5,0.0,0.0,202007.5,201089.58,0.0,0.0,0.0,0,30.182672999999998,-85.70148499999999,0,1,1
5982,995419,0,25,0.0,202007.5,0.0,0.0,202007.5,238918.31,0.0,0.0,0.0,0,30.182672999999998,-85.70148499999999,0,1,1
5983,501720,0,25,0.0,202007.5,0.0,0.0,202007.5,177200.98,0.0,0.0,0.0,0,30.182672999999998,-85.70148499999999,0,1,1
5984,523558,0,25,0.0,205151.42,0.0,0.0,205151.42,165227.31,0.0,0.0,0.0,0,30.692579,-81.923798,0,1,4
5985,650297,0,25,223141.5,223141.5,223141.5,223141.5,223141.5,331778.83,0.0,0.0,0.0,0,30.17672,-85.759766,0,1,3
5986,871903,0,25,0.0,4153852.8,0.0,4153852.8,4153852.8,4796590.91,0.0,0.0,0.0,0,30.18838,-85.816559,1,3,3
5987,846959,0,25,0.0,108185.22,0.0,0.0,108185.22,140010.72,0.0,0.0,0.0,0,30.18988,-85.79217,0,1,1
5988,898645,0,25,0.0,181233.36,0.0,0.0,181233.36,272845.01,0.0,0.0,0.0,0,30.18988,-85.79217,0,1,1
5989,631406,0,25,0.0,181233.36,0.0,0.0,181233.36,211227.48,0.0,0.0,0.0,0,30.18988,-85.79217,0,1,1
5990,344642,0,25,0.0,284795.28,0.0,0.0,284795.28,409912.11,0.0,0.0,0.0,0,30.18988,-85.79217,0,1,1
5991,180988,0,25,0.0,136849.68,0.0,0.0,136849.68,200271.16,0.0,0.0,0.0,0,30.18988,-85.79217,0,1,1
5992,476557,0,25,0.0,5547.96,0.0,0.0,5547.96,5400.22,0.0,0.0,0.0,0,30.18988,-85.79217,0,1,1
5993,495613,0,25,0.0,395754.48,0.0,0.0,395754.48,609379.58,0.0,0.0,0.0,0,30.188029999999998,-85.79382,0,0,1
5994,813476,0,25,0.0,934703.17,0.0,0.0,934703.17,1346533.39,0.0,0.0,0.0,0,30.188824,-85.760223,0,0,1
5995,110207,0,25,798390.0,798390.0,798390.0,798390.0,798390.0,977024.17,0.0,39919.5,0.0,0,30.18372,-85.80613000000001,0,0,1
5996,349233,0,25,718998.3,718998.3,0.0,0.0,718998.3,784791.68,0.0,0.0,0.0,0,30.196251,-85.83042900000001,0,0,1
5997,355679,0,25,591692.4,591692.4,0.0,0.0,591692.4,670979.18,0.0,0.0,0.0,0,30.180971000000003,-85.813866,0,0,1
5998,342917,0,25,0.0,405000.0,0.0,0.0,405000.0,506640.42,0.0,0.0,0.0,0,30.195890000000002,-85.83735,0,0,1
5999,763188,0,25,0.0,275400.0,0.0,0.0,275400.0,373733.22,0.0,0.0,0.0,0,30.195890000000002,-85.83735,0,1,1
6000,684404,0,25,0.0,30150000.0,0.0,0.0,30150000.0,45450000.0,0.0,0.0,0.0,0,30.18283,-85.81752,1,2,1
6001,523215,0,25,0.0,35100.0,0.0,0.0,35100.0,59937.29,0.0,0.0,0.0,0,30.18283,-85.81752,0,1,1
6002,961479,0,25,0.0,72000.0,0.0,0.0,72000.0,83825.28,0.0,0.0,0.0,0,30.15764,-85.77235300000001,0,1,3
6003,872886,0,25,0.0,121500.0,0.0,0.0,121500.0,204551.57,0.0,0.0,0.0,0,30.15764,-85.77235300000001,0,1,3
6004,846234,0,25,0.0,837000.0,0.0,0.0,837000.0,686105.64,0.0,0.0,0.0,0,30.207341999999997,-85.841934,0,0,1
6005,365135,0,25,0.0,62100.0,0.0,0.0,62100.0,96992.44,0.0,0.0,0.0,0,30.207341999999997,-85.841934,0,1,1
6006,420233,0,25,0.0,34200.0,0.0,0.0,34200.0,39192.17,0.0,0.0,0.0,0,30.207341999999997,-85.841934,0,1,1
6007,390802,0,25,0.0,5850.0,0.0,0.0,5850.0,6943.67,0.0,0.0,0.0,0,30.207341999999997,-85.841934,0,1,1
6008,278448,0,25,0.0,24480000.0,0.0,0.0,24480000.0,20610000.0,0.0,0.0,0.0,0,30.18054,-85.81418000000001,1,2,1
6009,901435,0,25,0.0,3962023.2,0.0,0.0,3962023.2,5061112.21,0.0,0.0,0.0,0,30.18054,-85.81418000000001,1,3,1
6010,788395,0,25,0.0,54000.0,0.0,0.0,54000.0,48964.82,0.0,1080.0,0.0,0,30.18054,-85.81418000000001,0,1,1
6011,870434,0,25,0.0,1355081.49,0.0,0.0,1355081.49,2017998.19,0.0,0.0,0.0,0,30.231627000000003,-85.89157900000001,0,0,3
6012,584847,0,25,326592.0,326592.0,326592.0,326592.0,326592.0,592326.85,0.0,0.0,0.0,0,30.198722999999998,-85.838104,0,1,1
6013,440239,0,25,15120000.0,15120000.0,15120000.0,15120000.0,15120000.0,21690000.0,0.0,0.0,0.0,0,30.198722999999998,-85.838104,1,2,1
6014,847832,0,25,59580000.0,59580000.0,59580000.0,59580000.0,59580000.0,58590000.0,0.0,0.0,0.0,0,30.206665,-85.814636,1,4,3
6015,177345,0,25,0.0,11430000.0,0.0,11430000.0,11430000.0,18000000.0,0.0,0.0,0.0,0,30.209203999999996,-85.846542,1,2,3
6016,285210,0,25,0.0,8430555.51,0.0,0.0,8430555.51,6276599.16,0.0,0.0,0.0,0,30.191509000000003,-85.82708000000001,1,3,3
6017,879413,0,25,141891.3,141891.3,141891.3,141891.3,141891.3,178496.99,0.0,0.0,0.0,0,30.1941,-85.8037,0,1,3
6018,107783,0,25,46143.0,46143.0,46143.0,46143.0,46143.0,40291.14,0.0,0.0,0.0,0,30.1941,-85.8037,0,1,3
6019,336897,0,25,19800.0,19800.0,19800.0,19800.0,19800.0,20120.21,0.0,990.0,0.0,0,30.18668,-85.76954,0,1,3
6020,972481,0,25,68767.2,68767.2,68767.2,68767.2,68767.2,94647.05,0.0,0.0,0.0,0,30.159977,-85.777374,0,1,1
6021,860546,0,25,55800.0,55800.0,55800.0,55800.0,55800.0,56808.86,0.0,2790.0,0.0,0,30.159977,-85.777374,0,1,1
6022,268835,0,25,0.0,382291.33,0.0,0.0,382291.33,597712.49,0.0,0.0,0.0,0,30.162440000000004,-85.65961,0,0,3
6023,578855,0,25,7156692.0,7156692.0,7156692.0,7156692.0,7156692.0,5872151.67,0.0,357834.6,0.0,0,30.187009999999997,-85.754936,1,3,1
6024,678603,0,25,0.0,21960000.0,0.0,0.0,21960000.0,22050000.0,0.0,0.0,0.0,0,30.18921,-85.81345999999999,1,2,4
6025,603821,0,25,0.0,134671.67,0.0,0.0,134671.67,177897.91,0.0,0.0,0.0,0,30.1941,-85.8037,0,1,3
6026,947816,0,25,0.0,0.0,0.0,585000.0,585000.0,923156.33,0.0,0.0,0.0,900,30.19875,-85.84461999999999,0,0,1
6027,286578,0,25,2817000.0,2817000.0,2817000.0,2817000.0,2817000.0,4502918.16,0.0,140850.0,56340.0,0,30.139967,-85.722801,1,3,1
6028,591676,0,25,805500.0,805500.0,805500.0,805500.0,805500.0,866387.75,0.0,40275.0,16110.0,0,30.139967,-85.722801,0,0,1
6029,787369,0,25,805500.0,805500.0,805500.0,805500.0,805500.0,783670.95,0.0,40275.0,16110.0,0,30.139967,-85.722801,0,0,1
6030,935010,0,25,38700.0,38700.0,38700.0,38700.0,38700.0,41830.13,0.0,1935.0,774.0,0,30.1582,-85.7589,0,1,4
6031,712366,0,25,32400.0,32400.0,32400.0,32400.0,32400.0,29611.01,0.0,1620.0,648.0,0,30.1582,-85.7589,0,1,4
6032,210708,0,25,133200.0,133200.0,133200.0,133200.0,133200.0,233359.21,0.0,6660.0,2664.0,0,30.1582,-85.7589,0,1,4
6033,692014,0,25,298430.1,298430.1,298430.1,298430.1,298430.1,451100.97,0.0,0.0,0.0,0,30.1582,-85.7589,0,1,4
6034,758505,0,25,39875.4,39875.4,39875.4,39875.4,39875.4,43987.75,0.0,0.0,0.0,0,30.1582,-85.7589,0,1,4
6035,888231,0,25,0.0,72540.0,0.0,72540.0,72540.0,51270.26,0.0,0.0,0.0,0,30.175534999999996,-85.795662,0,1,1
6036,435390,0,25,0.0,4590000.0,0.0,4590000.0,4590000.0,5534713.8,0.0,0.0,0.0,0,30.17322,-85.789772,1,3,1
6037,323832,0,25,0.0,180000.0,0.0,180000.0,180000.0,245406.96,0.0,0.0,0.0,0,30.174892,-85.789772,0,1,1
6038,389142,0,25,1011368.7,1011368.7,0.0,0.0,1011368.7,988386.36,0.0,0.0,0.0,0,30.173731,-85.79400600000001,0,0,1
6039,950551,0,25,398215.8,398215.8,0.0,0.0,398215.8,627817.07,0.0,0.0,0.0,0,30.15881,-85.748573,0,0,1
6040,836880,0,25,521655.3,521655.3,0.0,0.0,521655.3,788513.29,0.0,0.0,0.0,0,30.167170000000002,-85.7545,0,0,1
6041,850076,0,25,3555000.0,3555000.0,3555000.0,3555000.0,3555000.0,5723681.54,0.0,8999.1,0.0,0,30.143805,-85.727295,1,3,1
6042,641388,0,25,765000.0,765000.0,765000.0,765000.0,765000.0,1061131.5,0.0,8999.1,0.0,0,30.143805,-85.727295,0,0,1
6043,342919,0,25,0.0,2468798.03,0.0,0.0,2468798.03,3926376.38,0.0,0.0,0.0,0,30.159259999999996,-85.75284,1,3,1
6044,419446,0,25,0.0,679013.41,0.0,0.0,679013.41,953530.38,0.0,0.0,0.0,0,30.161465000000003,-85.733032,0,0,1
6045,757410,0,25,40500.0,40500.0,40500.0,40500.0,40500.0,64424.65,0.0,2025.0,0.0,0,30.162069,-85.779465,0,1,1
6046,584791,0,25,76464.0,76464.0,76464.0,76464.0,76464.0,119194.84,0.0,3823.2,3823.2,0,30.1582,-85.7589,0,1,4
6047,430552,0,25,0.0,201339.27,0.0,0.0,201339.27,278022.15,0.0,0.0,0.0,0,30.1582,-85.7589,0,1,4
6048,233436,0,25,0.0,201339.27,0.0,0.0,201339.27,306164.55,0.0,0.0,0.0,0,30.1582,-85.7589,0,1,4
6049,770307,0,25,0.0,8100.0,0.0,0.0,8100.0,7072.27,0.0,243.0,0.0,0,30.16048,-85.778137,0,1,1
6050,453741,0,25,0.0,1921645.8,0.0,1921645.8,1921645.8,2394947.16,0.0,0.0,0.0,0,30.299364,-85.659142,1,3,1
6051,805159,0,25,0.0,244370.7,0.0,244370.7,244370.7,296904.54,0.0,0.0,0.0,0,30.299364,-85.659142,0,1,1
6052,655713,0,25,0.0,231274.8,0.0,231274.8,231274.8,357510.14,0.0,0.0,0.0,0,30.299364,-85.659142,0,1,1
6053,632168,0,25,0.0,22500.0,0.0,22500.0,22500.0,20043.45,0.0,0.0,0.0,0,30.299364,-85.659142,0,1,1
6054,236753,0,25,0.0,883391.4,0.0,883391.4,883391.4,1053794.07,0.0,0.0,0.0,0,30.299364,-85.659142,0,0,1
6055,814965,0,25,0.0,103500.0,0.0,103500.0,103500.0,147094.2,0.0,0.0,0.0,0,30.299364,-85.659142,0,1,1
6056,416373,0,25,0.0,312683.4,0.0,312683.4,312683.4,284987.16,0.0,0.0,0.0,0,30.299364,-85.659142,0,1,1
6057,458001,0,25,0.0,10800.0,0.0,10800.0,10800.0,11798.09,0.0,0.0,0.0,0,30.299364,-85.659142,0,1,1
6058,421258,0,25,518391.0,518391.0,0.0,0.0,518391.0,468107.07,0.0,0.0,0.0,0,30.26622,-85.64102199999999,0,0,1
6059,487337,0,25,543343.5,543343.5,0.0,0.0,543343.5,581319.41,0.0,0.0,0.0,0,30.329136,-85.717903,0,0,1
6060,705392,0,25,114858.0,114858.0,114858.0,114858.0,114858.0,126217.46,0.0,0.0,0.0,0,30.287762,-85.64155600000001,0,1,1
6061,724971,0,25,35550000.0,35550000.0,35550000.0,35550000.0,35550000.0,43740000.0,0.0,0.0,0.0,0,30.394327,-85.68895699999999,1,2,3
6062,525340,0,25,254433.6,254433.6,254433.6,254433.6,254433.6,272627.89,0.0,0.0,0.0,0,30.28758,-85.63578000000001,0,1,1
6063,274641,0,25,135000.0,135000.0,135000.0,135000.0,135000.0,165194.64,0.0,6750.0,0.0,0,30.28394,-85.62463000000001,0,1,1
6064,725522,0,25,308700.0,308700.0,308700.0,308700.0,308700.0,453040.71,0.0,15435.0,0.0,0,30.323187,-85.657341,0,1,1
6065,948462,0,25,0.0,269829.0,0.0,0.0,269829.0,193456.06,0.0,0.0,0.0,0,30.22032,-85.88485,0,1,1
6066,931725,0,25,58950000.0,58950000.0,58950000.0,58950000.0,58950000.0,55260000.0,0.0,0.0,0.0,0,30.218079,-85.873756,1,4,3
6067,297000,0,25,0.0,981000.0,0.0,0.0,981000.0,1301029.67,0.0,29430.0,0.0,0,30.21208,-85.87105,0,0,1
6068,734660,0,25,0.0,27090000.0,0.0,27090000.0,27090000.0,27540000.0,0.0,0.0,0.0,0,30.23309,-85.912,1,2,1
6069,906872,0,25,0.0,89487.0,0.0,89487.0,89487.0,105034.83,0.0,0.0,0.0,0,30.23309,-85.912,0,1,1
6070,209844,0,25,0.0,62100.0,0.0,62100.0,62100.0,94757.64,0.0,1242.0,0.0,0,30.23309,-85.912,0,1,1
6071,846660,0,25,0.0,12744.0,0.0,12744.0,12744.0,14887.87,0.0,0.0,0.0,0,30.23309,-85.912,0,1,1
6072,744254,0,25,45000.0,45000.0,45000.0,45000.0,45000.0,71442.0,0.0,2250.0,0.0,0,30.218079,-85.873756,0,1,3
6073,785151,0,25,232132.5,232132.5,0.0,0.0,232132.5,263241.97,0.0,0.0,0.0,0,30.221359000000003,-85.868912,0,1,4
6074,557521,0,25,143161.2,143161.2,0.0,0.0,143161.2,134436.96,0.0,0.0,0.0,0,30.247107,-85.925888,0,1,1
6075,670304,0,26,165600.0,165600.0,165600.0,165600.0,165600.0,184312.8,0.0,8999.1,0.0,0,30.29516,-86.03818000000001,0,1,4
6076,210163,0,25,101700.0,101700.0,101700.0,101700.0,101700.0,88332.55,0.0,8999.1,0.0,0,30.281846999999996,-85.975639,0,1,3
6077,208187,0,25,81000.0,81000.0,81000.0,81000.0,81000.0,133358.4,0.0,8999.1,0.0,0,30.298536,-85.839821,0,1,3
6078,881910,0,25,0.0,19170000.0,0.0,0.0,19170000.0,24300000.0,0.0,0.0,0.0,0,30.219711,-85.868774,1,2,3
6079,715199,0,25,6300000.0,6300000.0,6300000.0,6300000.0,6300000.0,7853328.0,0.0,0.0,0.0,0,30.20532,-85.8579,1,3,1
6080,439458,0,25,43830000.0,43830000.0,43830000.0,43830000.0,43830000.0,67950000.0,0.0,0.0,0.0,0,30.20532,-85.8579,1,4,1
6081,441512,0,25,0.0,12600000.0,0.0,12600000.0,12600000.0,17100000.0,0.0,630000.0,0.0,0,30.216402000000002,-85.877739,1,2,3
6082,560925,0,25,0.0,2720127.63,0.0,0.0,2720127.63,3741285.3,0.0,0.0,0.0,0,30.264810999999998,-85.974129,1,3,3
6083,436617,0,25,0.0,625247.19,0.0,0.0,625247.19,849996.04,0.0,0.0,0.0,0,30.275965000000003,-85.99664,0,0,4
6084,189453,0,25,575424.0,575424.0,575424.0,575424.0,575424.0,513842.12,0.0,0.0,0.0,0,30.206685999999998,-85.85202,0,0,1
6085,800460,0,25,606528.0,606528.0,606528.0,606528.0,606528.0,454544.21,0.0,0.0,0.0,0,30.289326000000003,-85.858902,0,0,1
6086,958971,0,25,7348104.0,7348104.0,7348104.0,7348104.0,7348104.0,8567477.77,0.0,0.0,0.0,0,30.289326000000003,-85.858902,1,3,1
6087,650415,0,25,0.0,2629800.0,2629800.0,2629800.0,2629800.0,2383545.53,0.0,0.0,0.0,0,30.216216999999997,-85.87738,1,3,1
6088,807845,0,26,554850.0,554850.0,554850.0,554850.0,554850.0,874354.82,0.0,27742.5,0.0,0,30.28023,-86.01563,0,0,1
6089,150155,0,25,0.0,0.0,0.0,135000.0,135000.0,210286.13,0.0,0.0,0.0,0,30.25027,-85.9473,0,1,1
6090,189513,0,25,0.0,0.0,0.0,54000.0,54000.0,70381.55,0.0,0.0,0.0,0,30.25027,-85.9473,0,1,1
6091,518477,0,27,488048.4,488048.4,0.0,0.0,488048.4,522699.84,0.0,0.0,0.0,0,30.591803000000002,-85.398888,0,0,1
6092,562655,0,27,894836.7,894836.7,0.0,0.0,894836.7,893684.15,0.0,0.0,0.0,0,30.68038,-85.393539,0,0,1
6093,316784,0,27,0.0,83163.54,0.0,0.0,83163.54,138304.12,0.0,0.0,0.0,0,30.697214000000002,-85.400536,0,1,4
6094,327359,0,27,0.0,84618.9,0.0,0.0,84618.9,142767.48,0.0,0.0,0.0,0,30.694228999999996,-85.39211999999999,0,1,1
6095,449637,0,27,0.0,83163.54,0.0,0.0,83163.54,92176.8,0.0,0.0,0.0,0,30.697187,-85.406212,0,1,3
6096,519610,0,27,0.0,33580.4,0.0,0.0,33580.4,39016.66,0.0,0.0,0.0,0,30.672565000000002,-85.382875,0,1,3
6097,753517,0,27,0.0,101875.33,0.0,0.0,101875.33,92066.98,0.0,0.0,0.0,0,30.69475,-85.39173000000001,0,1,1
6098,303809,0,28,0.0,635830.89,0.0,0.0,635830.89,720620.21,0.0,0.0,0.0,0,30.521403999999997,-85.306862,0,0,1
6099,348892,0,28,0.0,3587.07,0.0,0.0,3587.07,5614.12,0.0,0.0,0.0,0,30.585487,-85.133278,0,1,3
6100,730950,0,28,0.0,76865.72,0.0,0.0,76865.72,93050.57,0.0,0.0,0.0,0,30.585487,-85.133278,0,1,3
6101,238662,0,28,0.0,281840.99,0.0,0.0,281840.99,268552.19,0.0,0.0,0.0,0,30.570471,-85.127228,0,1,3
6102,481664,0,28,0.0,30746.29,0.0,0.0,30746.29,38952.47,0.0,0.0,0.0,0,30.570812,-85.126648,0,1,3
6103,546767,0,28,0.0,666792.0,0.0,666792.0,666792.0,596272.08,0.0,33339.6,0.0,0,30.587708000000003,-85.139412,0,0,4
6104,663326,0,28,0.0,412173.14,0.0,0.0,412173.14,376998.29,0.0,0.0,0.0,0,30.573509,-85.12719,0,0,3
6105,413119,0,28,0.0,440519.17,0.0,0.0,440519.17,515851.47,0.0,0.0,0.0,0,30.573509,-85.12719,0,0,3
6106,885963,0,28,0.0,10900.45,0.0,0.0,10900.45,12574.41,0.0,0.0,0.0,0,30.573509,-85.12719,0,1,3
6107,787349,0,28,0.0,2676327.31,0.0,0.0,2676327.31,3746483.55,0.0,0.0,0.0,0,30.573509,-85.12719,1,3,3
6108,214885,0,28,0.0,52555.73,0.0,0.0,52555.73,46929.32,0.0,0.0,0.0,0,30.573509,-85.12719,0,1,3
6109,799851,0,28,0.0,325796.83,0.0,0.0,325796.83,544289.55,0.0,0.0,0.0,0,30.573509,-85.12719,0,1,3
6110,958812,0,28,0.0,20276.13,0.0,0.0,20276.13,22500.01,0.0,0.0,0.0,0,30.573509,-85.12719,0,1,3
6111,711408,0,28,0.0,24331.35,0.0,0.0,24331.35,26770.48,0.0,0.0,0.0,0,30.573509,-85.12719,0,1,3
6112,766275,0,28,0.0,20276.13,0.0,0.0,20276.13,17372.59,0.0,0.0,0.0,0,30.573509,-85.12719,0,1,3
6113,982804,0,28,0.0,5888.56,0.0,0.0,5888.56,7346.01,0.0,0.0,0.0,0,30.573509,-85.12719,0,1,3
6114,177639,0,28,0.0,5888.56,0.0,0.0,5888.56,6315.55,0.0,0.0,0.0,0,30.573509,-85.12719,0,1,3
6115,182295,0,28,0.0,52555.73,0.0,0.0,52555.73,69840.25,0.0,0.0,0.0,0,30.573509,-85.12719,0,1,3
6116,360593,0,28,0.0,713443.5,0.0,0.0,713443.5,749040.76,0.0,0.0,0.0,0,30.443558000000003,-85.05720500000001,0,0,3
6117,455558,0,28,0.0,70274.16,0.0,0.0,70274.16,104978.91,0.0,0.0,0.0,0,30.440514,-85.0485,0,1,1
6118,498511,0,28,689490.0,689490.0,0.0,0.0,689490.0,683808.6,0.0,0.0,0.0,0,30.447153000000004,-85.050377,0,0,1
6119,803252,0,28,138172.5,138172.5,0.0,0.0,138172.5,193893.6,0.0,0.0,0.0,0,30.409000000000002,-85.075,0,1,3
6120,942252,0,28,0.0,234611.64,0.0,0.0,234611.64,350235.3,0.0,0.0,0.0,0,30.447657,-85.051109,0,1,1
6121,642072,0,28,0.0,25826.69,0.0,0.0,25826.69,41387.17,0.0,0.0,0.0,0,30.447657,-85.051109,0,1,1
6122,893642,0,28,0.0,314893.56,0.0,0.0,314893.56,440231.9,0.0,0.0,0.0,0,30.447657,-85.051109,0,1,1
6123,979888,0,28,0.0,493276.1,0.0,0.0,493276.1,749460.52,0.0,0.0,0.0,0,30.44322,-85.047127,0,0,3
6124,385335,0,28,0.0,104296.22,0.0,0.0,104296.22,162509.37,0.0,0.0,0.0,0,30.444843,-85.044952,0,1,3
6125,782042,0,28,0.0,44990.02,0.0,0.0,44990.02,39809.96,0.0,0.0,0.0,0,30.445581,-85.044952,0,1,3
6126,172382,0,28,0.0,353390.57,0.0,0.0,353390.57,295066.99,0.0,0.0,0.0,0,30.444843,-85.044952,0,1,3
6127,267767,0,28,0.0,39534.58,0.0,0.0,39534.58,45263.14,0.0,0.0,0.0,0,30.447477000000003,-85.04496,0,1,1
6128,694601,0,28,0.0,122842.59,0.0,0.0,122842.59,146217.08,0.0,0.0,0.0,0,30.45005,-85.066612,0,1,3
6129,612302,0,28,0.0,336874.11,0.0,0.0,336874.11,451520.79,0.0,0.0,0.0,0,30.432996999999997,-85.048233,0,1,1
6130,508808,0,28,0.0,392698.96,0.0,0.0,392698.96,399402.33,0.0,0.0,0.0,0,30.432996999999997,-85.048233,0,0,1
6131,879262,0,28,0.0,114333.15,0.0,0.0,114333.15,164420.21,0.0,0.0,0.0,0,30.444731,-85.053154,0,1,1
6132,503798,0,28,0.0,835929.04,0.0,0.0,835929.04,1284388.25,0.0,0.0,0.0,0,30.432996999999997,-85.048233,0,0,1
6133,166146,0,28,0.0,322549.78,0.0,0.0,322549.78,272926.46,0.0,0.0,0.0,0,30.409000000000002,-85.075,0,1,3
6134,527060,0,28,0.0,140503.8,0.0,0.0,140503.8,134353.38,0.0,0.0,0.0,0,30.409000000000002,-85.075,0,1,3
6135,922058,0,28,0.0,98401.78,0.0,0.0,98401.78,125171.99,0.0,0.0,0.0,0,30.409000000000002,-85.075,0,1,3
6136,944141,0,28,0.0,275279.55,0.0,0.0,275279.55,444273.12,0.0,0.0,0.0,0,30.409000000000002,-85.075,0,1,3
6137,132263,0,28,0.0,124200.2,0.0,0.0,124200.2,214106.0,0.0,0.0,0.0,0,30.409000000000002,-85.075,0,1,4
6138,908240,0,28,0.0,4917957.29,0.0,0.0,4917957.29,5033076.83,0.0,0.0,0.0,0,30.443534999999997,-85.056825,1,3,1
6139,454703,0,28,0.0,194642.11,0.0,0.0,194642.11,144329.07,0.0,0.0,0.0,0,30.409000000000002,-85.075,0,1,4
6140,904151,0,28,0.0,156640.55,0.0,0.0,156640.55,143547.91,0.0,0.0,0.0,0,30.409000000000002,-85.075,0,1,4
6141,966797,0,28,0.0,108443.46,0.0,0.0,108443.46,137679.82,0.0,0.0,0.0,0,30.409000000000002,-85.075,0,1,1
6142,128830,0,28,0.0,1177541.78,0.0,0.0,1177541.78,1804389.65,0.0,0.0,0.0,0,30.431599,-85.038361,0,0,1
6143,122025,0,28,0.0,196458.21,0.0,0.0,196458.21,248857.54,0.0,0.0,0.0,0,30.431599,-85.038361,0,1,1
6144,396173,0,28,0.0,444321.19,0.0,0.0,444321.19,581172.11,0.0,0.0,0.0,0,30.431599,-85.038361,0,0,1
6145,983748,0,28,0.0,275474.49,0.0,0.0,275474.49,346073.09,0.0,0.0,0.0,0,30.431599,-85.038361,0,1,1
6146,986174,0,28,0.0,426771.95,0.0,0.0,426771.95,485005.84,0.0,0.0,0.0,0,30.448032,-85.045799,0,0,3
6147,379626,0,28,0.0,173360.9,0.0,0.0,173360.9,269888.25,0.0,0.0,0.0,0,30.448032,-85.045799,0,1,3
